RowId,Location
981,46.637
982,44.086
983,59.706
984,71.962
985,35.922
986,72.647
987,47.104
988,61.484
989,47.415
990,80.357
991,66.426
992,37.595
993,32.094
994,37.04
995,60.643
996,38.383
997,73.029
998,38.194
999,37.978
1000,37.86
1001,25.988
1002,37.535
1003,58.869
1004,27.343
1005,79.937
1006,29.242
1007,39.337
1008,27.256
1009,18.718
1010,28.632
1011,48.073
1012,61.907
1013,63.052
1014,70.857
1015,36.245
1016,70.247
1017,49.373
1018,69.08
1019,49.356
1020,78.448
1021,63.751
1022,35.151
1023,31.733
1024,32.9
1025,58.411
1026,35.555
1027,69.187
1028,36.15
1029,37.047
1030,34.155
1031,26.35
1032,32.921
1033,57.701
1034,28.789
1035,75.054
1036,30.445
1037,39.28
1038,27.953
1039,21.588
1040,26.598
1041,46.652
1042,53.8
1043,57.833
1044,67.031
1045,33.22
1046,65.026
1047,45.618
1048,64.208
1049,45.348
1050,71.862
1051,65.232
1052,40.487
1053,31.405
1054,39.733
1055,59.428
1056,40.752
1057,71.712
1058,41.45
1059,37.365
1060,40.234
1061,25.29
1062,40.519
1063,56.875
1064,27.325
1065,77.921
1066,30.635
1067,40.189
1068,26.824
1069,18.558
1070,29.977
1071,47.718
1072,57.112
1073,62.704
1074,75.486
1075,31.848
1076,74.709
1077,47.203
1078,68.901
1079,47.091
1080,85.059
1081,67.626
1082,36.884
1083,29.533
1084,35.288
1085,60.948
1086,37.255
1087,74.243
1088,38.361
1089,36.265
1090,36.262
1091,22.811
1092,36.102
1093,57.775
1094,28.711
1095,80.84
1096,30.873
1097,39.943
1098,27.951
1099,16.916
1100,28.289
1101,47.762
1102,51.321
1103,61.57
1104,77.267
1105,31.863
1106,75.997
1107,46.612
1108,69.413
1109,46.417
1110,84.893
1111,67.361
1112,38.371
1113,28.878
1114,37.022
1115,61.092
1116,38.802
1117,73.374
1118,39.607
1119,35.073
1120,37.884
1121,22.658
1122,37.687
1123,58.2
1124,27.913
1125,80.699
1126,31.333
1127,38.374
1128,27.082
1129,15.323
1130,28.976
1131,47.623
1132,59.986
1133,60.214
1134,84.068
1135,34.278
1136,83.021
1137,47.313
1138,77
1139,47.12
1140,90.497
1141,66.013
1142,38.222
1143,29.112
1144,38.602
1145,60.281
1146,38.672
1147,71.798
1148,39.094
1149,34.91
1150,38.838
1151,23.387
1152,39.702
1153,57.677
1154,27.986
1155,77.866
1156,30.095
1157,36.782
1158,28.058
1159,16.612
1160,31.098
1161,48.008
1162,53.971
1163,63.078
1164,74.921
1165,33.57
1166,75.392
1167,48.183
1168,68.214
1169,48.302
1170,84.779
1171,64.255
1172,35.951
1173,29.13
1174,35.949
1175,57.267
1176,37
1177,71.766
1178,36.568
1179,36.108
1180,36.91
1181,21.746
1182,36.617
1183,54.011
1184,27.997
1185,78.001
1186,28.273
1187,38.929
1188,28.137
1189,15.24
1190,28.789
1191,45.889
1192,58.514
1193,61.966
1194,73.414
1195,30.764
1196,73.249
1197,46.117
1198,70.849
1199,46.169
1200,81.39
1201,65.56
1202,38.993
1203,29.234
1204,40.943
1205,58.367
1206,39.932
1207,72.674
1208,39.973
1209,36.223
1210,41.14
1211,21.999
1212,42.777
1213,54.711
1214,29.724
1215,77.92
1216,31.186
1217,37.87
1218,30.759
1219,15.913
1220,34.81
1221,47.634
1222,51.147
1223,65.373
1224,77.006
1225,32.209
1226,78.744
1227,48.262
1228,71.723
1229,48.651
1230,82.782
1231,66.494
1232,37.535
1233,30.288
1234,36.317
1235,60.219
1236,37.973
1237,73.142
1238,38.749
1239,36.786
1240,37.178
1241,23.724
1242,37.084
1243,58.628
1244,27.653
1245,79.81
1246,31.034
1247,39.211
1248,27.029
1249,17.364
1250,29.241
1251,48.203
1252,55.094
1253,62.631
1254,72.873
1255,31.909
1256,71.831
1257,47.384
1258,68.279
1259,47.243
1260,79.939
1261,64.734
1262,35.624
1263,26.387
1264,34.938
1265,58.381
1266,36.343
1267,72.073
1268,36.216
1269,32.954
1270,35.66
1271,19.783
1272,35.263
1273,55.733
1274,24.273
1275,80.284
1276,26.188
1277,34.881
1278,23.966
1279,11.534
1280,25.095
1281,43.818
1282,61.786
1283,59.718
1284,71.407
1285,31.848
1286,70.536
1287,45.225
1288,67.364
1289,45.32
1290,81.204
1291,66.093
1292,34.963
1293,33.425
1294,32.585
1295,61.077
1296,35.225
1297,71.229
1298,36.109
1299,38.561
1300,33.724
1301,28.351
1302,32.755
1303,59.716
1304,27.878
1305,77.32
1306,29.841
1307,41.635
1308,26.955
1309,23.204
1310,25.958
1311,48.851
1312,51.897
1313,59.028
1314,68.747
1315,36.098
1316,66.676
1317,47.712
1318,63.249
1319,47.377
1320,75.29
1321,65.708
1322,34.656
1323,28.222
1324,35.751
1325,59.669
1326,35.26
1327,71.439
1328,35.622
1329,34.1
1330,35.871
1331,22.603
1332,37.088
1333,56.083
1334,27.077
1335,76.883
1336,26.93
1337,35.715
1338,27.884
1339,17.051
1340,28.695
1341,46.356
1342,44.373
1343,61.01
1344,70.949
1345,35.107
1346,71.91
1347,47.207
1348,62.174
1349,47.58
1350,78.654
1351,63.313
1352,37.019
1353,30.484
1354,36.449
1355,57.408
1356,37.621
1357,68.736
1358,37.682
1359,35.577
1360,37.273
1361,25.069
1362,36.743
1363,54.28
1364,28.872
1365,73.66
1366,29.224
1367,37.138
1368,29.038
1369,20.061
1370,28.27
1371,43.755
1372,56.505
1373,59.214
1374,75.87
1375,32.228
1376,75.128
1377,44.795
1378,71.232
1379,44.758
1380,83.369
1381,69.832
1382,37.963
1383,32.022
1384,34.247
1385,63.141
1386,37.691
1387,76.946
1388,40.15
1389,38.641
1390,35.373
1391,25.391
1392,34.817
1393,60.269
1394,23.738
1395,85.358
1396,31.735
1397,42.389
1398,22.211
1399,18.77
1400,25.289
1401,46.219
1402,52.545
1403,62.076
1404,77.441
1405,30.973
1406,73.752
1407,45.701
1408,67.195
1409,45.223
1410,85.398
1411,66.792
1412,35.701
1413,30.895
1414,35.88
1415,60.708
1416,36.916
1417,73.295
1418,35.939
1419,37.265
1420,36.866
1421,24.281
1422,36.395
1423,57.504
1424,30.108
1425,79.159
1426,27.413
1427,40.536
1428,30.124
1429,17.288
1430,28.586
1431,50.346
1432,61.268
1433,63.144
1434,75.328
1435,36.645
1436,75.773
1437,50.344
1438,72.933
1439,50.3
1440,85.43
1441,68.232
1442,38.259
1443,29.044
1444,35.335
1445,60.981
1446,38.62
1447,75.387
1448,39.911
1449,36.04
1450,36.804
1451,21.895
1452,35.727
1453,57.678
1454,31.014
1455,82.701
1456,33.241
1457,39.411
1458,29.753
1459,16.092
1460,28.001
1461,45.738
1462,55.866
1463,60.924
1464,79.633
1465,30.361
1466,77.228
1467,45.163
1468,73.436
1469,44.806
1470,86.107
1471,65.102
1472,37.201
1473,26.348
1474,39.982
1475,57.835
1476,38.409
1477,72.178
1478,37.861
1479,33.491
1480,40.057
1481,19.161
1482,41.799
1483,54.369
1484,29.735
1485,77.164
1486,28.235
1487,34.241
1488,31.136
1489,13.074
1490,33.037
1491,46.956
1492,49.916
1493,64.066
1494,74.992
1495,33.11
1496,77.599
1497,48.036
1498,70.37
1499,48.633
1500,80.276
1501,68.078
1502,35.958
1503,28.82
1504,35.9
1505,61.614
1506,36.906
1507,74.215
1508,36.74
1509,35.058
1510,36.721
1511,22.52
1512,36.672
1513,57.196
1514,29.742
1515,81.02
1516,29.027
1517,38.063
1518,29.816
1519,15.345
1520,28.95
1521,47.713
1522,58.363
1523,61.355
1524,81.495
1525,37.207
1526,81.692
1527,48.887
1528,75.308
1529,48.937
1530,89.752
1531,64.322
1532,37.204
1533,30.856
1534,36.091
1535,58.813
1536,37.908
1537,70.143
1538,37.645
1539,36.415
1540,37.145
1541,25.069
1542,36.172
1543,57.169
1544,29.863
1545,75.745
1546,29.424
1547,38.709
1548,29.307
1549,19.069
1550,28.092
1551,47.703
1552,60.87
1553,60.701
1554,72.223
1555,33.13
1556,71.376
1557,47.216
1558,70.24
1559,47.011
1560,81.304
1561,66.409
1562,39.122
1563,31.325
1564,38.05
1565,59.414
1566,39.879
1567,73.629
1568,40.21
1569,38.133
1570,39.205
1571,24.084
1572,38.789
1573,55.562
1574,31.701
1575,79.921
1576,32.829
1577,41.675
1578,31.311
1579,18.032
1580,31.379
1581,47.364
1582,58.088
1583,62.904
1584,78.717
1585,31.94
1586,77.867
1587,47.158
1588,74.41
1589,47.001
1590,85.839
1591,66.251
1592,36.661
1593,30.583
1594,34.196
1595,59.122
1596,37.098
1597,73.129
1598,38.167
1599,36.601
1600,35.55
1601,24.224
1602,34.452
1603,54.165
1604,29.991
1605,80.26
1606,32.014
1607,38.812
1608,29.739
1609,19.23
1610,27.017
1611,40.769
1612,53.26
1613,58.661
1614,75.477
1615,31.951
1616,72.925
1617,43.158
1618,68.891
1619,43.046
1620,81.078
1621,65.907
1622,38.111
1623,31.197
1624,37.385
1625,60.256
1626,38.708
1627,72.369
1628,38.751
1629,36.977
1630,38.099
1631,25.248
1632,37.866
1633,57.784
1634,27.707
1635,79.401
1636,29.754
1637,39.067
1638,27.422
1639,17.864
1640,28.976
1641,47.371
1642,60.975
1643,62.552
1644,71.892
1645,34.593
1646,71.19
1647,48.302
1648,68.195
1649,48.256
1650,81.97
1651,66.919
1652,38.044
1653,28.507
1654,36.865
1655,61.077
1656,38.396
1657,72.876
1658,39.217
1659,34.722
1660,37.566
1661,22.534
1662,37.665
1663,57.276
1664,30.451
1665,79.964
1666,30.982
1667,39.208
1668,29.555
1669,15.655
1670,29.107
1671,48.727
1672,53.215
1673,59.267
1674,78.944
1675,35.191
1676,78.372
1677,47.527
1678,69.465
1679,47.428
1680,87.499
1681,65.041
1682,39.099
1683,30.269
1684,39.017
1685,59.175
1686,39.843
1687,71.228
1688,39.631
1689,36.235
1690,39.733
1691,24.084
1692,39.685
1693,56.902
1694,31.311
1695,76.825
1696,31.259
1697,38.346
1698,31.137
1699,17.701
1700,31.767
1701,48.525
1702,59.408
1703,63.293
1704,74.013
1705,32.785
1706,74.222
1707,48.28
1708,71.25
1709,48.251
1710,83.655
1711,67.507
1712,36.644
1713,29.547
1714,37.141
1715,61.303
1716,37.135
1717,73.939
1718,37.659
1719,36.001
1720,37.393
1721,23.097
1722,38.467
1723,58.232
1724,25.906
1725,80.271
1726,29.116
1727,38.717
1728,26.036
1729,15.95
1730,30.766
1731,49.149
1732,52.407
1733,65.887
1734,74.527
1735,31.994
1736,74.985
1737,48.899
1738,67.105
1739,48.971
1740,87.167
1741,67.24
1742,38.724
1743,29.61
1744,36.754
1745,60.884
1746,39.182
1747,73.745
1748,39.835
1749,36.074
1750,37.946
1751,23.048
1752,37.156
1753,58.741
1754,32.212
1755,80.049
1756,32.744
1757,38.793
1758,31.154
1759,17.199
1760,29.713
1761,48.245
1762,57.061
1763,62.772
1764,75.03
1765,31.037
1766,73.715
1767,47.122
1768,70.97
1769,46.825
1770,84.331
1771,61.246
1772,35.198
1773,29.946
1774,35.324
1775,55.63
1776,36.06
1777,67.066
1778,35.56
1779,35.539
1780,36.103
1781,24.12
1782,35.754
1783,53.745
1784,28.731
1785,72.014
1786,28.133
1787,37.74
1788,28.918
1789,18.859
1790,28.799
1791,45.988
1792,55.053
1793,58.789
1794,68.032
1795,32.069
1796,68.067
1797,45.522
1798,65.861
1799,45.595
1800,74.831
1801,67.544
1802,37.054
1803,28.565
1804,37.762
1805,61.304
1806,37.768
1807,73.817
1808,37.971
1809,35.075
1810,38.117
1811,22.103
1812,39.074
1813,58.93
1814,27.876
1815,80.337
1816,30.199
1817,37.129
1818,28.01
1819,14.742
1820,31.861
1821,49.736
1822,55.341
1823,64.923
1824,76.083
1825,34
1826,76.965
1827,49.69
1828,70.787
1829,49.823
1830,85.422
1831,66.831
1832,39.81
1833,30.002
1834,37.541
1835,59.705
1836,40.303
1837,74.298
1838,41.257
1839,37.317
1840,38.914
1841,22.326
1842,38.184
1843,56.602
1844,31.631
1845,81.68
1846,35.174
1847,41.999
1848,30.289
1849,15.626
1850,31.76
1851,48.165
1852,60.107
1853,62.562
1854,80.966
1855,29.184
1856,79.24
1857,46.328
1858,76.267
1859,66.589
1860,33.725
1861,27.42
1862,35.34
1863,60.681
1864,34.498
1865,72.386
1866,34.355
1867,33.757
1868,35.392
1869,21.323
1870,36.663
1871,58.836
1872,23.301
1873,77.895
1874,24.353
1875,35.649
1876,23.828
1877,14.236
1878,27.799
1879,49.96
1880,51.319
1881,63.851
1882,73.81
1883,34.072
1884,75.277
1885,49.388
1886,67.139
1887,49.622
1888,84.234
1889,66.56
1890,37.209
1891,28.296
1892,35.592
1893,60.511
1894,37.658
1895,73.045
1896,38.261
1897,34.796
1898,36.518
1899,21.969
1900,36.072
1901,57.332
1902,28.87
1903,80.283
1904,29.037
1905,39.016
1906,27.811
1907,15.031
1908,26.443
1909,47.997
1910,55.528
1911,58.759
1912,76.932
1913,34.233
1914,75.804
1915,46.8
1916,69.095
1917,46.636
1918,85.081
1919,66.835
1920,39.824
1921,28.059
1922,37.16
1923,60.286
1924,40.135
1925,73.019
1926,41.251
1927,34.326
1928,38.433
1929,21.681
1930,37.434
1931,57.266
1932,30.72
1933,80.814
1934,34.112
1935,37.876
1936,29.27
1937,14.709
1938,29.166
1939,45.712
1940,62.549
1941,58.255
1942,86.135
1943,32.318
1944,84.049
1945,45.232
1946,79.716
1947,44.874
1948,91.369
1949,65.865
1950,38.391
1951,31.965
1952,37.85
1953,60.347
1954,39.083
1955,72.301
1956,38.918
1957,37.572
1958,38.563
1959,26.15
1960,38.322
1961,57.866
1962,28.564
1963,79.341
1964,30.15
1965,39.284
1966,28.454
1967,18.74
1968,29.641
1969,47.495
1970,61.849
1971,62.771
1972,70.486
1973,35.983
1974,69.963
1975,48.986
1976,67.781
1977,48.991
1978,80.074
1979,66.17
1980,35.618
1981,30.109
1982,36.452
1983,60.599
1984,36.458
1985,71.793
1986,36.194
1987,36.067
1988,36.879
1989,24.284
1990,37.527
1991,57.351
1992,29.65
1993,77.111
1994,27.759
1995,39.406
1996,29.891
1997,18.024
1998,29.824
1999,50.721
2000,51.165
2001,61.95
2002,73.537
2003,37.115
2004,74.658
2005,49.972
2006,66.894
2007,50.107
2008,82.795
2009,65.428
2010,34.736
2011,29.565
2012,35.798
2013,59.144
2014,35.46
2015,71.486
2016,35.702
2017,35.687
2018,36.097
2019,23.527
2020,37.127
2021,56.591
2022,26.978
2023,76.394
2024,27.319
2025,36.786
2026,27.838
2027,18.498
2028,29.167
2029,47.075
2030,45.188
2031,62.335
2032,69.099
2033,34.103
2034,69.933
2035,47.55
2036,62.902
2037,47.866
2038,75.045
2039,67.279
2040,34.564
2041,31.832
2042,36.254
2043,61.34
2044,35.718
2045,72.83
2046,34.985
2047,37.623
2048,36.71
2049,25.894
2050,37.436
2051,58.724
2052,28.733
2053,77.215
2054,27.273
2055,38.897
2056,29.8
2057,20.124
2058,30.82
2059,50.714
2060,53.064
2061,65.625
2062,73.011
2063,37.529
2064,74.639
2065,51.499
2066,69.82
2067,51.706
2068,81.754
2069,66.499
2070,32.809
2071,31.143
2072,35.898
2073,60.084
2074,34.086
2075,72.386
2076,33.291
2077,37.073
2078,35.941
2079,25.15
2080,37.553
2081,57.246
2082,25.751
2083,76.012
2084,23.942
2085,36.622
2086,27.926
2087,20.264
2088,29.417
2089,48.308
2090,45.255
2091,65.434
2092,68.603
2093,37.849
2094,71.05
2095,50.549
2096,64.439
2097,51.13
2098,74.395
2099,65.986
2100,35.916
2101,29.061
2102,38.552
2103,58.954
2104,37.314
2105,73.695
2106,36.071
2107,36.079
2108,38.82
2109,21.584
2110,39.955
2111,56.316
2112,27.392
2113,79.324
2114,27.758
2115,35.947
2116,28.915
2117,14.248
2118,33.267
2119,47.616
2120,58.909
2121,69.955
2122,67.708
2123,31.017
2124,69.89
2125,49.901
2126,68.423
2127,50.35
2128,80.419
2129,69.887
2130,31.239
2131,28.548
2132,32.955
2133,63.233
2134,32.178
2135,76.621
2136,32.198
2137,35.626
2138,33.084
2139,21.711
2140,34.619
2141,60.635
2142,21.071
